iter	Passed	Remaining
276	10432	27230
277	10468	27187
278	10503	27143
279	10537	27095
280	10565	27034
281	10602	26994
282	10639	26956
283	10677	26919
284	10714	26880
285	10751	26841
286	10787	26799
287	10815	26737
288	10853	26700
289	10889	26661
290	10925	26619
291	10963	26583
292	11002	26547
293	11039	26510
294	11078	26474
295	11158	26538
296	11225	26571
297	11291	26598
298	11361	26636
299	11433	26677
300	11472	26641
301	11505	26592
302	11541	26550
303	11575	26502
304	11612	26461
305	11650	26423
306	11691	26391
307	11729	26353
308	11764	26307
309	11826	26323
310	11906	26379
311	11981	26420
312	12017	26377
313	12045	26316
314	12081	26272
315	12120	26235
316	12160	26201
317	12197	26160
318	12236	26122
319	12272	26078
320	12308	26036
321	12342	25987
322	12396	25982
323	12434	25943
324	12470	25899
325	12511	25867
326	12548	25826
327	12585	25784
328	12624	25748
329	12664	25711
330	12705	25680
331	12739	25633
332	12780	25599
333	12818	25560
334	12856	25521
335	12893	25480
336	12931	25441
337	12961	25385
338	12999	25346
339	13037	25308
340	13066	25251
341	13103	25211
342	13141	25171
343	13178	25130
344	13217	25094
345	13254	25053
346	13294	25017
347	13331	24976
348	13359	24919
349	13386	24860
350	13424	24821
351	13460	24779
352	13488	24722
353	13525	24681
354	13563	24644
355	13602	24607
356	13636	24560
357	13675	24523
358	13714	24487
359	13752	24448
360	13792	24413
361	13827	24370
362	13880	24357
363	13918	24319
364	13956	24280
365	13997	24247
366	14034	24206
367	14072	24167
368	14110	24129
369	14147	24089
370	14187	24053
371	14223	24012
372	14283	24009
373	14368	24049
374	14444	24074
375	14525	24106
376	14588	24107
377	14628	24070
378	14664	24028
379	14703	23989
380	14742	23951
381	14778	23909
382	14816	23868
383	14854	23829
384	14892	23789
385	14930	23748
386	14964	23703
387	14999	23658
388	15035	23616
389	15074	23577
390	15108	23532
391	15144	23488
392	15180	23446
393	15216	23404
394	15252	23361
395	15289	23320
396	15324	23275
397	15359	23231
398	15394	23187
399	15432	23149
400	15470	23108
401	15508	23070
402	15547	23032
403	15587	22995
404	15624	22954
405	15663	22917
406	15703	22880
407	15746	22847
408	15793	22821
409	15842	22797
410	15887	22768
411	15936	22744
412	15975	22706
413	16013	22666
414	16051	22626
415	16091	22590
416	16130	22551
417	16169	22512
418	16206	22472
419	16241	22428
420	16277	22386
421	16316	22348
422	16353	22306
423	16390	22266
424	16429	22228
425	16470	22192
426	16511	22157
427	16550	22119
428	16586	22076
429	16619	22029
430	16657	21991
431	16695	21951
432	16731	21909
433	16768	21868
434	16807	21830
435	16843	21788
436	16881	21749
437	16922	21713
438	16974	21692
439	17014	21654
440	17051	21613
441	17091	21577
442	17130	21538
443	17164	21494
444	17202	21454
445	17240	21414
446	17279	21376
447	17325	21347
448	17364	21309
449	17403	21271
450	17438	21227
451	17478	21190
452	17517	21152
453	17556	21113
454	17596	21076
455	17634	21037
456	17672	20998
457	17711	20959
458	17750	20921
459	17790	20883
460	17828	20844
461	17865	20804
462	17901	20762
463	17936	20719
464	17973	20679
465	18011	20639
466	18045	20595
467	18081	20554
468	18118	20513
469	18156	20474
470	18194	20434
471	18229	20391
472	18266	20352
473	18304	20313
474	18340	20271
475	18376	20229
476	18413	20189
477	18450	20148
478	18487	20108
479	18523	20066
480	18561	20027
481	18597	19986
482	18638	19950
483	18678	19912
484	18716	19874
485	18750	19830
486	18785	19788
487	18822	19748
488	18861	19710
489	18899	19670
490	18936	19630
491	18979	19597
492	19017	19557
493	19056	19519
494	19097	19482
495	19136	19444
496	19174	19406
497	19209	19363
498	19247	19324
499	19286	19286
500	19325	19248
501	19366	19212
502	19405	19174
503	19443	19134
504	19484	19098
505	19521	19058
506	19560	19020
507	19599	18981
508	19637	18943
509	19676	18905
510	19715	18866
511	19749	18823
512	19785	18782
513	19820	18740
514	19854	18697
515	19892	18659
516	19930	18619
517	19968	18580
518	20006	18541
519	20042	18500
520	20079	18460
521	20111	18416
522	20147	18375
523	20185	18336
524	20224	18298
525	20261	18258
526	20313	18232
527	20386	18224
528	20458	18215
529	20541	18216
530	20611	18204
531	20646	18163
532	20684	18123
533	20722	18083
534	20777	18058
535	20849	18048
536	21034	18136
537	21080	18102
538	21119	18063
539	21175	18038
540	21228	18011
541	21275	17978
542	21368	17984
543	21500	18022
544	21585	18020
545	21635	17989
546	21688	17961
547	21734	17926
548	21778	17890
549	21825	17856
550	21876	17827
551	21919	17789
552	21963	17753
553	22024	17730
554	22101	17721
555	22178	17710
556	22223	17674
557	22261	17633
558	22303	17595
559	22343	17555
560	22385	17517
561	22427	17478
562	22473	17443
563	22539	17424
564	22600	17400
565	22663	17377
566	22731	17359
567	22806	17346
568	22898	17345
569	22954	17316
570	23011	17289
571	23068	17260
572	23119	17228
573	23173	17198
574	23231	17171
575	23291	17145
576	23330	17103
577	23368	17061
578	23428	17034
579	23494	17013
580	23553	16985
581	23597	16948
582	23636	16906
583	23672	16862
584	23710	16820
585	23751	16780
586	23793	16740
587	23832	16698
588	23866	16654
589	23905	16612
590	23941	16568
591	23980	16527
592	24018	16484
593	24056	16442
594	24091	16398
595	24134	16359
596	24191	16330
597	24243	16297
598	24289	16260
599	24337	16224
600	24384	16188
601	24427	16149
602	24468	16109
603	24507	16067
604	24548	16027
605	24583	15983
606	24622	15941
607	24660	15899
608	24697	15856
609	24736	15815
610	24780	15776
611	24817	15733
612	24854	15690
613	24890	15647
614	24924	15603
615	24965	15562
616	25002	15519
617	25041	15478
618	25083	15438
619	25120	15396
620	25155	15352
621	25195	15311
622	25235	15270
623	25272	15228
624	25310	15186
625	25348	15144
626	25386	15102
627	25422	15059
628	25457	15015
629	25495	14973
630	25532	14930
631	25568	14887
632	25602	14843
633	25642	14803
634	25682	14762
635	25725	14723
636	25772	14686
637	25821	14651
638	25865	14612
639	25934	14588
640	25996	14559
641	26040	14521
642	26079	14479
643	26120	14439
644	26161	14398
645	26205	14360
646	26244	14318
647	26292	14282
648	26357	14254
649	26423	14228
650	26486	14199
651	26526	14158
652	26564	14116
653	26608	14077
654	26646	14035
655	26685	13993
656	26725	13952
657	26764	13911
658	26805	13870
659	26846	13830
660	26896	13794
661	26941	13755
662	26984	13715
663	27027	13676
664	27066	13634
665	27107	13594
666	27146	13552
667	27189	13513
668	27232	13473
669	27275	13434
670	27319	13395
671	27357	13352
672	27392	13309
673	27435	13269
674	27475	13228
675	27511	13186
676	27552	13145
677	27591	13103
678	27630	13062
679	27670	13021
680	27709	12979
681	27752	12940
682	27790	12898
683	27829	12856
684	27867	12814
685	27902	12771
686	27939	12729
687	27975	12686
688	28008	12642
689	28048	12601
690	28086	12559
691	28123	12517
692	28159	12474
693	28197	12433
694	28234	12390
695	28285	12354
696	28336	12318
697	28380	12279
698	28522	12282
699	28581	12249
700	28622	12208
701	28669	12170
702	28713	12130
703	28761	12092
704	28807	12054
705	28850	12014
706	28894	11974
707	28935	11933
708	28984	11896
709	29022	11854
710	29065	11814
711	29105	11772
712	29138	11728
713	29173	11685
714	29212	11644
715	29250	11602
716	29288	11560
717	29391	11543
718	29488	11524
719	29564	11497
720	29602	11454
721	29640	11412
722	29679	11371
723	29717	11328
724	29751	11284
725	29791	11243
726	29844	11207
727	29897	11170
728	29941	11130
729	29983	11089
730	30022	11047
731	30062	11006
732	30100	10964
733	30144	10924
734	30182	10882
735	30218	10839
736	30259	10798
737	30297	10756
738	30342	10716
739	30376	10672
740	30412	10629
741	30448	10587
742	30484	10544
743	30521	10502
744	30557	10459
745	30596	10417
746	30637	10376
747	30681	10336
748	30717	10293
749	30754	10251
750	30792	10209
751	30826	10166
752	30864	10124
753	30900	10081
754	30939	10039
755	30978	9998
756	31017	9956
757	31055	9914
758	31094	9873
759	31132	9831
760	31177	9791
761	31214	9749
762	31251	9707
763	31284	9663
764	31316	9620
765	31350	9577
766	31387	9534
767	31424	9492
768	31461	9450
769	31500	9409
770	31538	9367
771	31577	9325
772	31615	9284
773	31653	9242
774	31692	9200
775	31726	9158
776	31761	9115
777	31796	9073
778	31834	9031
779	31873	8990
780	31912	8948
781	31951	8907
782	31989	8865
783	32024	8823
784	32061	8781
785	32096	8738
786	32135	8697
787	32173	8655
788	32210	8613
789	32246	8571
790	32285	8530
791	32375	8502
792	32448	8470
793	32525	8438
794	32566	8397
795	32603	8355
796	32639	8313
797	32677	8271
798	32717	8230
799	32756	8189
800	32791	8146
801	32828	8104
802	32863	8062
803	32900	8020
804	32943	7980
805	32983	7938
806	33021	7897
807	33056	7855
808	33097	7814
809	33131	7771
810	33165	7728
811	33208	7688
812	33243	7646
813	33279	7604
814	33317	7562
815	33355	7521
816	33395	7480
817	33431	7438
818	33470	7397
819	33509	7355
820	33542	7313
821	33580	7271
822	33618	7230
823	33654	7188
824	33693	7147
825	33732	7105
826	33770	7064
827	33806	7022
828	33844	6981
829	33885	6940
830	33924	6899
831	33963	6858
832	33997	6815
833	34031	6773
834	34066	6731
835	34101	6689
836	34141	6648
837	34181	6607
838	34219	6566
839	34254	6524
840	34295	6483
841	34333	6442
842	34370	6401
843	34403	6359
844	34439	6317
845	34474	6275
846	34507	6233
847	34546	6192
848	34582	6150
849	34615	6108
850	34653	6067
851	34691	6026
852	34729	5985
853	34765	5943
854	34803	5902
855	34843	5861
856	34883	5820
857	34918	5779
858	34955	5737
859	34992	5696
860	35030	5655
861	35066	5613
862	35104	5572
863	35137	5530
864	35169	5488
865	35205	5447
866	35243	5406
867	35276	5364
868	35313	5323
869	35350	5282
870	35388	5241
871	35422	5199
872	35458	5158
873	35498	5117
874	35531	5075
875	35570	5035
876	35608	4994
877	35646	4953
878	35682	4911
879	35720	4871
880	35752	4829
881	35788	4788
882	35823	4746
883	35861	4705
884	35897	4664
885	35935	4623
886	35973	4582
887	36011	4541
888	36046	4500
889	36084	4459
890	36121	4418
891	36159	4378
892	36196	4337
893	36233	4296
894	36265	4254
895	36303	4213
896	36340	4172
897	36377	4132
898	36411	4090
899	36444	4049
900	36481	4008
901	36519	3967
902	36552	3926
903	36587	3885
904	36622	3844
905	36653	3802
906	36690	3762
907	36726	3721
908	36763	3680
909	36800	3639
910	36835	3598
911	36873	3557
912	36910	3517
913	36947	3476
914	36981	3435
915	37018	3394
916	37052	3353
917	37086	3312
918	37126	3272
919	37168	3232
920	37208	3191
921	37245	3150
922	37282	3110
923	37321	3069
924	37361	3029
925	37397	2988
926	37432	2947
927	37467	2906
928	37508	2866
929	37544	2825
930	37583	2785
931	37622	2745
932	37657	2704
933	37699	2663
934	37740	2623
935	37779	2583
936	37819	2542
937	37859	2502
938	37897	2461
939	37936	2421
940	37970	2380
941	38005	2340
942	38040	2299
943	38074	2258
944	38106	2217
945	38138	2177
946	38174	2136
947	38212	2096
948	38249	2055
949	38286	2015
950	38321	1974
951	38361	1934
952	38394	1893
953	38429	1852
954	38465	1812
955	38499	1771
956	38537	1731
957	38572	1691
958	38609	1650
959	38647	1610
960	38683	1569
961	38721	1529
962	38761	1489
963	38799	1448
964	38836	1408
965	38873	1368
966	38910	1327
967	38942	1287
968	38979	1247
969	39011	1206
970	39046	1166
971	39083	1125
972	39120	1085
973	39159	1045
974	39193	1004
975	39226	964
976	39260	924
977	39297	883
978	39334	843
979	39369	803
980	39406	763
981	39443	723
982	39480	682
983	39515	642
984	39550	602
985	39586	562
986	39624	521
987	39661	481
988	39698	441
989	39732	401
990	39766	361
991	39799	320
992	39832	280
993	39867	240
994	39905	200
995	39950	160
996	39989	120
997	40029	80
998	40066	40
999	40109	0
